day,time,key,value
10,"20	",VV,"	0.00400000000000489"
10,"21	",VV,"	0.00100000000000477"
10,"22	",VV,"	0"
10,"23	",VV,"	0.00300000000000011"
11,"00	",VV,"	0"
11,"01	",VV,"	0"
11,"02	",VV,"	0"
11,"03	",VV,"	0"
11,"04	",VV,"	0.0339999999999918"
11,"05	",VV,"	0.00100000000000477"
11,"06	",VV,"	0"
11,"07	",VV,"	0.000999999999990564"
11,"08	",VV,"	0"
11,"09	",VV,"	0.00100000000000477"
11,"10	",VV,"	0.0520000000000067"
11,"11	",VV,"	0"
11,"12	",VV,"	0"
11,"13	",VV,"	0.012999999999991"
11,"14	",VV,"	0.0280000000000058"
11,"15	",VV,"	0.00199999999999534"
11,"16	",VV,"	0"
11,"17	",VV,"	0.0730000000000075"
11,"18	",VV,"	0.0499999999999972"
11,"19	",VV,"	0"
11,"20	",VV,"	0"
11,"21	",VV,"	0.00100000000000477"
11,"22	",VV,"	0"
11,"23	",VV,"	0"
12,"00	",VV,"	0"
12,"01	",VV,"	0"
12,"02	",VV,"	0"
12,"03	",VV,"	0"
12,"04	",VV,"	0.00600000000000023"
12,"05	",VV,"	0"
12,"06	",VV,"	0"
12,"07	",VV,"	0"
12,"08	",VV,"	0"
12,"09	",VV,"	0"
12,"10	",VV,"	0.0429999999999922"
12,"11	",VV,"	0"
12,"12	",VV,"	0"
12,"13	",VV,"	0"
12,"14	",VV,"	0.00799999999999557"
12,"15	",VV,"	0.0660000000000025"
12,"16	",VV,"	0"
12,"17	",VV,"	0"
12,"18	",VV,"	0"
12,"19	",VV,"	0.0480000000000018"
12,"20	",VV,"	0"
12,"21	",VV,"	0.0570000000000022"
12,"22	",VV,"	0.00100000000000477"
12,"23	",VV,"	0.00199999999999534"
13,"00	",VV,"	0"
13,"01	",VV,"	0"
13,"02	",VV,"	0"
13,"03	",VV,"	0"
13,"04	",VV,"	0"
13,"05	",VV,"	0.00499999999999545"
13,"06	",VV,"	0"
13,"07	",VV,"	0.0450000000000017"
13,"08	",VV,"	0.0409999999999968"
13,"09	",VV,"	0"
13,"10	",VV,"	0"
13,"11	",VV,"	0"
13,"12	",VV,"	0"
13,"13	",VV,"	0.0150000000000006"
13,"14	",VV,"	0"
13,"15	",VV,"	0"
13,"16	",VV,"	0.00100000000000477"
13,"17	",VV,"	0"
13,"18	",VV,"	0"
13,"19	",VV,"	0"
13,"20	",VV,"	0"
13,"21	",VV,"	0"
13,"22	",VV,"	0.00900000000000034"
13,"23	",VV,"	0.0289999999999964"
14,"00	",VV,"	0.00200000000000955"
14,"01	",VV,"	0"
14,"02	",VV,"	0"
14,"03	",VV,"	0"
14,"04	",VV,"	0"
14,"05	",VV,"	0"
14,"06	",VV,"	0"
14,"07	",VV,"	0"
14,"08	",VV,"	0"
14,"09	",VV,"	0"
14,"10	",VV,"	0.0629999999999882"
14,"11	",VV,"	0.0720000000000027"
14,"12	",VV,"	0"
14,"13	",VV,"	0"
14,"14	",VV,"	0.00100000000000477"
14,"15	",VV,"	0"
14,"16	",VV,"	0"
14,"17	",VV,"	0.0159999999999911"
14,"18	",VV,"	0.00600000000000023"
14,"19	",VV,"	0.085000000000008"
14,"20	",VV,"	0"
14,"21	",VV,"	0"
14,"22	",VV,"	0.0300000000000011"
14,"23	",VV,"	0.00199999999999534"
15,"00	",VV,"	0"
15,"01	",VV,"	0"
15,"02	",VV,"	0"
15,"03	",VV,"	0"
15,"04	",VV,"	0"
15,"05	",VV,"	0"
15,"06	",VV,"	0"
15,"07	",VV,"	0"
15,"08	",VV,"	0"
15,"09	",VV,"	0"
15,"10	",VV,"	0.0150000000000006"
15,"11	",VV,"	0.0139999999999958"
15,"12	",VV,"	0.00800000000000978"
15,"13	",VV,"	0.0939999999999941"
15,"14	",VV,"	0.019999999999996"
15,"15	",VV,"	0"
15,"16	",VV,"	0.0160000000000053"
15,"17	",VV,"	0.00100000000000477"
15,"18	",VV,"	0.070999999999998"
15,"19	",VV,"	0.027000000000001"
15,"20	",VV,"	0.00799999999999557"
15,"21	",VV,"	0.00799999999999557"
15,"22	",VV,"	0"
15,"23	",VV,"	0.00200000000000955"
16,"00	",VV,"	0"
16,"01	",VV,"	0"
16,"02	",VV,"	0"
16,"03	",VV,"	0"
16,"04	",VV,"	0.00499999999999545"
16,"05	",VV,"	0"
16,"06	",VV,"	0"
16,"07	",VV,"	0"
16,"08	",VV,"	0"
16,"09	",VV,"	0.0390000000000015"
16,"10	",VV,"	0.00100000000000477"
16,"11	",VV,"	0"
16,"12	",VV,"	0"
16,"13	",VV,"	0"
16,"14	",VV,"	0.00300000000000011"
16,"15	",VV,"	0"
16,"16	",VV,"	0.00499999999999545"
16,"17	",VV,"	0.0379999999999967"
16,"18	",VV,"	0.007000000000005"
16,"19	",VV,"	0.0439999999999969"
16,"20	",VV,"	0"
16,"21	",VV,"	0.00199999999999534"
16,"22	",VV,"	0.00500000000000966"
16,"23	",VV,"	0.00300000000000011"
17,"00	",VV,"	0"
17,"01	",VV,"	0"
17,"02	",VV,"	0"
17,"03	",VV,"	0"
17,"04	",VV,"	0.00499999999999545"
17,"05	",VV,"	0"
17,"06	",VV,"	0"
17,"07	",VV,"	0"
17,"08	",VV,"	0"
17,"09	",VV,"	0"
17,"10	",VV,"	0.034000000000006"
17,"11	",VV,"	0"
17,"12	",VV,"	0"
17,"13	",VV,"	0"
17,"14	",VV,"	0"
17,"15	",VV,"	0.00999999999999091"
17,"16	",VV,"	0"
17,"17	",VV,"	0"
17,"18	",VV,"	0.0420000000000016"
17,"19	",VV,"	0.0190000000000055"
17,"20	",VV,"	0"
17,"21	",VV,"	0.000999999999990564"
17,"22	",VV,"	0"
17,"23	",VV,"	0.00300000000000011"
18,"00	",VV,"	0"
18,"01	",VV,"	0"
18,"02	",VV,"	0"
18,"03	",VV,"	0"
18,"04	",VV,"	0.0440000000000111"
18,"05	",VV,"	0"
18,"06	",VV,"	0"
18,"07	",VV,"	0"
18,"08	",VV,"	0"
18,"09	",VV,"	0.000999999999990564"
18,"10	",VV,"	0.0310000000000059"
18,"11	",VV,"	0.000999999999990564"
18,"12	",VV,"	0"
18,"13	",VV,"	0"
18,"14	",VV,"	0.0390000000000015"
18,"15	",VV,"	0"
18,"16	",VV,"	0"
18,"17	",VV,"	0.00100000000000477"
18,"18	",VV,"	0.0400000000000063"
18,"19	",VV,"	0.00300000000000011"
18,"20	",VV,"	0"
18,"21	",VV,"	0"
18,"22	",VV,"	0"
18,"23	",VV,"	0.00199999999999534"
19,"00	",VV,"	0"
19,"01	",VV,"	0"
19,"02	",VV,"	0"
19,"03	",VV,"	0"
19,"04	",VV,"	0.00499999999999545"
19,"05	",VV,"	0"
19,"06	",VV,"	0"
19,"07	",VV,"	0"
19,"08	",VV,"	0"
19,"09	",VV,"	0.046999999999997"
19,"10	",VV,"	0"
19,"11	",VV,"	0"
19,"12	",VV,"	0"
19,"13	",VV,"	0"
19,"14	",VV,"	0"
19,"15	",VV,"	0.00600000000000023"
19,"16	",VV,"	0.0770000000000124"
19,"17	",VV,"	0.0139999999999958"
19,"18	",VV,"	0.0369999999999919"
19,"19	",VV,"	0.0210000000000008"
19,"20	",VV,"	0"
19,"21	",VV,"	0"
19,"22	",VV,"	0"
19,"23	",VV,"	0.00300000000000011"
20,"00	",VV,"	0"
20,"01	",VV,"	0"
20,"02	",VV,"	0"
20,"03	",VV,"	0"
20,"04	",VV,"	0"
20,"05	",VV,"	0.0160000000000053"
20,"06	",VV,"	0.00300000000000011"
20,"07	",VV,"	0.0130000000000052"
20,"08	",VV,"	0.012999999999991"
20,"09	",VV,"	0.078000000000003"
20,"10	",VV,"	0.0370000000000061"
20,"11	",VV,"	0.000999999999990564"
20,"12	",VV,"	0.0100000000000051"
20,"13	",VV,"	0.00799999999999557"
20,"14	",VV,"	0.0120000000000005"
20,"15	",VV,"	0.0169999999999959"
20,"16	",VV,"	0.00400000000000489"
20,"17	",VV,"	0.0229999999999961"
20,"18	",VV,"	0.00200000000000955"
20,"19	",VV,"	0.0109999999999957"
20,"20	",VV,"	0.0109999999999957"
20,"21	",VV,"	0.00100000000000477"
20,"22	",VV,"	0.00300000000000011"
20,"23	",VV,"	0.0109999999999957"
21,"00	",VV,"	0.00800000000000978"
21,"01	",VV,"	0.0249999999999915"
21,"02	",VV,"	0.00100000000000477"
21,"03	",VV,"	0"
21,"04	",VV,"	0"
21,"05	",VV,"	0"
21,"06	",VV,"	0"
21,"07	",VV,"	0"
21,"08	",VV,"	0.00400000000000489"
21,"09	",VV,"	0.0269999999999868"
21,"10	",VV,"	0.054000000000002"
21,"11	",VV,"	0.0300000000000011"
21,"12	",VV,"	0"
21,"13	",VV,"	0"
21,"14	",VV,"	0"
21,"15	",VV,"	0"
21,"16	",VV,"	0"
21,"17	",VV,"	0"
21,"18	",VV,"	0"
21,"19	",VV,"	0"
21,"20	",VV,"	0"
21,"21	",VV,"	0"
21,"22	",VV,"	0"
21,"23	",VV,"	0.0250000000000057"
22,"00	",VV,"	0.00199999999999534"
22,"01	",VV,"	0"
22,"02	",VV,"	0"
22,"03	",VV,"	0"
22,"04	",VV,"	0"
22,"05	",VV,"	0"
22,"06	",VV,"	0"
22,"07	",VV,"	0"
22,"08	",VV,"	0"
22,"09	",VV,"	0.0180000000000007"
22,"10	",VV,"	0.0100000000000051"
22,"11	",VV,"	0.00999999999999091"
22,"12	",VV,"	0.0600000000000023"
22,"13	",VV,"	0.0580000000000069"
22,"14	",VV,"	0"
22,"15	",VV,"	0"
22,"16	",VV,"	0"
22,"17	",VV,"	0.0630000000000024"
22,"18	",VV,"	0.00300000000000011"
22,"19	",VV,"	0"
22,"20	",VV,"	0"
22,"21	",VV,"	0"
22,"22	",VV,"	0"
22,"23	",VV,"	0"
23,"00	",VV,"	0.00300000000000011"
23,"01	",VV,"	0"
23,"02	",VV,"	0"
23,"03	",VV,"	0"
23,"04	",VV,"	0"
23,"05	",VV,"	0"
23,"06	",VV,"	0"
23,"07	",VV,"	0"
23,"08	",VV,"	0"
23,"09	",VV,"	0"
23,"10	",VV,"	0.0259999999999962"
23,"11	",VV,"	0"
23,"12	",VV,"	0"
23,"13	",VV,"	0"
23,"14	",VV,"	0"
23,"15	",VV,"	0"
23,"16	",VV,"	0.0120000000000005"
23,"17	",VV,"	0"
23,"18	",VV,"	0.0210000000000008"
23,"19	",VV,"	0"
23,"20	",VV,"	0"
23,"21	",VV,"	0.000999999999990564"
23,"22	",VV,"	0"
23,"23	",VV,"	0.00300000000000011"
24,"00	",VV,"	0"
24,"01	",VV,"	0"
24,"02	",VV,"	0"
24,"03	",VV,"	0"
24,"04	",VV,"	0.00600000000000023"
24,"05	",VV,"	0"
24,"06	",VV,"	0"
24,"07	",VV,"	0"
24,"08	",VV,"	0"
24,"09	",VV,"	0"
24,"10	",VV,"	0.0360000000000014"
24,"11	",VV,"	0"
24,"12	",VV,"	0"
24,"13	",VV,"	0.00100000000000477"
24,"14	",VV,"	0"
24,"15	",VV,"	0.00799999999999557"
24,"16	",VV,"	0"
24,"17	",VV,"	0"
24,"18	",VV,"	0.0889999999999986"
24,"19	",VV,"	0.0420000000000016"
24,"20	",VV,"	0"
24,"21	",VV,"	0"
24,"22	",VV,"	0.00100000000000477"
24,"23	",VV,"	0.00199999999999534"
25,"00	",VV,"	0"
25,"01	",VV,"	0"
25,"02	",VV,"	0"
25,"03	",VV,"	0"
25,"04	",VV,"	0"
25,"05	",VV,"	0"
25,"06	",VV,"	0"
25,"07	",VV,"	0"
25,"08	",VV,"	0"
25,"09	",VV,"	0.0319999999999965"
25,"10	",VV,"	0"
25,"11	",VV,"	0.00600000000000023"
25,"12	",VV,"	0.00100000000000477"
25,"13	",VV,"	0"
25,"14	",VV,"	0.00300000000000011"
25,"15	",VV,"	0.00300000000000011"
25,"16	",VV,"	0"
25,"17	",VV,"	0.027000000000001"
25,"18	",VV,"	0"
25,"19	",VV,"	0.0229999999999961"
25,"20	",VV,"	0.00100000000000477"
25,"21	",VV,"	0"
25,"22	",VV,"	0"
25,"23	",VV,"	0.00300000000000011"
26,"00	",VV,"	0"
26,"01	",VV,"	0"
26,"02	",VV,"	0"
26,"03	",VV,"	0"
26,"04	",VV,"	0.00499999999999545"
26,"05	",VV,"	0"
26,"06	",VV,"	0"
26,"07	",VV,"	0"
26,"08	",VV,"	0"
26,"09	",VV,"	0"
26,"10	",VV,"	0.054000000000002"
26,"11	",VV,"	0"
26,"12	",VV,"	0"
26,"13	",VV,"	0"
26,"14	",VV,"	0.00900000000000034"
26,"15	",VV,"	0.00400000000000489"
26,"16	",VV,"	0.00199999999999534"
26,"17	",VV,"	0"
26,"18	",VV,"	0.0520000000000067"
26,"19	",VV,"	0.0420000000000016"
26,"20	",VV,"	0"
26,"21	",VV,"	0"
26,"22	",VV,"	0.00399999999999068"
26,"23	",VV,"	0"
27,"00	",VV,"	0"
27,"01	",VV,"	0"
27,"02	",VV,"	0"
27,"03	",VV,"	0"
27,"04	",VV,"	0"
27,"05	",VV,"	0"
27,"06	",VV,"	0"
27,"07	",VV,"	0"
27,"08	",VV,"	0"
27,"09	",VV,"	0"
27,"10	",VV,"	0.00199999999999534"
27,"11	",VV,"	0.00400000000000489"
27,"12	",VV,"	0.0100000000000051"
27,"13	",VV,"	0"
27,"14	",VV,"	0.00900000000000034"
27,"15	",VV,"	0.0600000000000023"
27,"16	",VV,"	0"
27,"17	",VV,"	0.0609999999999928"
27,"18	",VV,"	0.0859999999999985"
27,"19	",VV,"	0"
27,"20	",VV,"	0.00500000000000966"
27,"21	",VV,"	0.0239999999999867"
27,"22	",VV,"	0"
27,"23	",VV,"	0.00200000000000955"
28,"00	",VV,"	0"
28,"01	",VV,"	0"
28,"02	",VV,"	0"
28,"03	",VV,"	0"
28,"04	",VV,"	0"
28,"05	",VV,"	0"
28,"06	",VV,"	0"
28,"07	",VV,"	0"
28,"08	",VV,"	0"
28,"09	",VV,"	0"
28,"10	",VV,"	0.0109999999999957"
28,"11	",VV,"	0.0820000000000078"
28,"12	",VV,"	0.0419999999999874"
28,"13	",VV,"	0"
28,"14	",VV,"	0"
28,"15	",VV,"	0"
28,"16	",VV,"	0"
28,"17	",VV,"	0"
28,"18	",VV,"	0"
28,"19	",VV,"	0.0520000000000067"
28,"20	",VV,"	0.00100000000000477"
28,"21	",VV,"	0.0369999999999919"
28,"22	",VV,"	0"
28,"23	",VV,"	0"
29,"00	",VV,"	0.00300000000000011"
29,"01	",VV,"	0"
29,"02	",VV,"	0"
29,"03	",VV,"	0"
29,"04	",VV,"	0"
29,"05	",VV,"	0"
29,"06	",VV,"	0"
29,"07	",VV,"	0"
29,"08	",VV,"	0.00300000000000011"
29,"09	",VV,"	0.0769999999999982"
29,"10	",VV,"	0"
29,"11	",VV,"	0.00600000000000023"
29,"12	",VV,"	0.00100000000000477"
29,"13	",VV,"	0.0409999999999968"
29,"14	",VV,"	0.00100000000000477"
29,"15	",VV,"	0.00199999999999534"
29,"16	",VV,"	0.0109999999999957"
29,"17	",VV,"	0"
29,"18	",VV,"	0"
29,"19	",VV,"	0"
29,"20	",VV,"	0.0250000000000057"
29,"21	",VV,"	0"
29,"22	",VV,"	0.00100000000000477"
29,"23	",VV,"	0.00199999999999534"
